0,1,2
winterwylle,n, spring that can be used in winter
wintreow,n, vine
wintrig,adj, wintry
wipian,v, to wipe
wir,n, wire
wis,adj, wise
wisa,n, leader
wisdom,n, wisdom
wise,n, way
wisian,v, to show the way
wisnes,n, teaching
wist,n, being
wiste,n, accusative and nominative plural 
wita,n, wise man
witan,v, to know
wite,n, punishment
witegestre,n, prophetess
witleas,adj, senseless
witleast,n, senselessness
witnes,n, witness
witod,adj, appointed
witodlic,adj, certain
witt,n, mind
wittig,adj, having knowledge
witum,n, dative plural of wita
wituma,n, dowry
witword,n, a statement which bears witness to something
wiþblawan,v, to blow away
wiþbregdan,v, to withhold
wiþceosan,v, to choose against
wiþcoren,adj, reprobate
wiþcostian,v, to disapprove
wiþcwedennes,n, contradiction
wiþcweþan,v, to contradict
wiþercrist,n, an antichrist
wiþercyrr,n, a going against
wiþerhlinian,v, to lean against
wiþersaca,n, adversary
wiþersæc,n, denial
wiþerwinna,n, enemy
wiþfaran,v, to come off
wiþfon,v, to lay hold of
wiþgan,v, to go against
wiþgripan,v, to seize on or upon
wiþhabban,v, to hold out against
wiþheardian,v, to make obdurate
wiþhycgan,v, to have contrary or adverse intent or purpose (to somebody or something)
wiþig,n, willow
wiþlædan,v, to lead away
wiþmetan,v, to compare (+dative to something)
wiþmetendlic,adj, comparable
wiþmetennes,n, comparison
wiþsacan,v, to deny
wiþsacendlic,adj, negative
wiþsecgan,v, to renounce
wiþsettan,v, to set against
wiþsprecan,v, to speak against
wiþstandan,v, to stand against
wiþteon,v, to withdraw
wiþweorpan,v, to reject
wiþþe,n, tie
wiþþingian,v, to contradict
wlanc,adj, proud
wlancian,v, to grow proud or great
wlatian,v, to gaze
wlencan,v, to make proud
wlencu,n, pride
wlisp,adj, lisping
wlitan,v, to look
wlite,n, looks
wlitebeorht,adj, beautiful
wliteleas,adj, ugly
wlitig,adj, beautiful
wlæc,adj, lukewarm
wod,adj, crazy
woda,n, a madman
wodnes,n, madness
wodnesdæg,n, Wednesday
wogere,n, wooer
wogian,v, to woo
woh,n, crookedness
wohbogen,adj, bent
wohceapung,n, a fine to be paid for trading against market regulations
wohdom,n, unjust judgement
wohdæd,n, wicked deed
wohfotede,adj, crook-footed
wohfremmende,adj, wrong-doing
wohfull,adj, wicked
wohfulnes,n, wickedness
wohgeorn,adj, eager in wickedness
wohgestreon,n, ill-gotten gain
wohhandede,adj, crook-handed
wohhian,v, to go astray mentally
wohhæmed,n, adultery
wohhæmende,adj, adulterous
wohhæmere,n, adulterer
wohlic,adj, wrong
wohnes,n, crookedness
wohsum,adj, evil
wol,n, pest
wolberende,adj, pestilential
wolberendlic,adj, pestilential
wolbryne,n, deadly violence
wolbærnes,n, pestiferousness
wolcen,n, a convolution
wolcn,n, cloud
wolde,v, third-person and first-person singular preterite 
woldæg,n, a day of pestilence or death
wolgewinn,n, a conflict with a high death toll
wolnes,n, pest
wom,n, sound
woma,n, sound
womm,n, spot
wop,n, weeping
word,n, word
wordfæst,adj, true to one's word
wordgecwide,n, a verbal agreement
wordhord,n, treasure of words
wordig,adj, wordy
wordlaþu,n, conversation
wordmittung,n, a similitude
wordpredicung,n, sermon
wordsawere,n, a word-sower
worhana,n, pheasant
worian,v, to wander about
woriend,n, a vagabond
woriende,adj, wandering
worn,n, great many
woroldar,n, worldly honour
woroldare,n, plural of woroldār
woruldlic,adj, worldly
worþ,n, enclosure
wos,n, juice
woþ,n, sound
wracu,n, revenge
wrang,n, wrong
wraþ,adj, very angry
wrecan,v, to drive
wrecca,n, exile
wrecend,n, an avenger
wrecnes,n, vengeance
wrecscipe,n, exile
wregan,v, to accuse
wregendlic,adj, accusative
wrenc,n, wile
wrencan,v, to twist
wrenna,n, wren
wreon,vt, to cover (up)
wrid,n, plant
wrigian,v, to move forward
wringan,v, to wring
wrist,n, wrist
writ,n, writ
writan,v, to cut
writaþ,v, 123 plural present indicative 
writere,n, writer
writing,n, writing
wrixlan,v, to change
wriþan,v, to writhe
wroht,n, blame
wrohtsawere,n, a sower of strife
wrot,n, snout
wrotan,v, to rummage or root up with one's snout
wræc,n, misery
wrætlic,adj, wondrous: curious (interesting)
wrætt,n, ornament
wræþþu,n, wrath
wucu,n, week
wudere,n, a bearer of wood
wudian,v, to cut wood
wudig,adj, woody
wudiht,adj, woody
wudu,n, tree
wudubora,n, a bearer of wood
wudubære,adj, woody
wuducoc,n, a woodcock
wuduculfre,n, a wood pigeon
wudufeoh,n, wood-tax
wudufugol,n, bird of the woods
wudufæsten,n, a place that is made safe by the woods
wuduhana,n, woodcock
wuduland,n, a wooded land
wudulic,adj, of a wood
wudulæs,n, pasture in the woods
wuduræden,n, woodcutting
wudusnite,n, a wood snipe
wuduwasa,n, wild man of the woods
wuduælfen,n, wood-elf
wuduþistel,n, a wood-thistle
wuldor,n, glory
wuldorbeag,n, a crown
wuldorbeagian,v, to crown
wuldorcyning,n, the king of glory
wuldordream,n, joy in glory (of heaven)
wuldorfull,adj, glorious
wuldorfullian,v, to glorify
wuldorfæder,n, the father of glory
wuldorgast,n, a spirit of glory
wuldorgeflogena,n, a fugitive from glory
wuldorgeweorc,n, a glorious work
wuldorgifu,n, a glorious gift
wuldorgimm,n, a glorious gem
wuldorhama,n, glorious garb
wuldorheap,n, a glorious band
wuldorhelm,n, a crown
wuldorlean,n, a glorious or heavenly reward (such as Eternal life (Christianity))
wuldorlic,adj, glorious
wuldormaga,n, a man that reaches the glory of heaven
wuldornyttung,n, a glorious use
wuldorsang,n, a song of glory
wuldorsped,n, glorious abundance
wuldorspedig,adj, rich in glory
wuldorwerod,n, the host of heaven
wuldorword,n, a glorious word
wuldorþrymm,n, glorious majesty
wuldrian,v, to glorify
wuldrig,adj, glorious
wuldrung,n, glorifying
wulf,n, wolf
wulfheort,adj, vicious
wull,n, wool
wuna,n, habit
wund,adj, wounded
wundian,v, to wound or injure
wundor,n, miracle
wundorful,adj, wonderful
wundorlic,adj, wonderful
wundortacen,n, wondrous sign
wundrian,v, to be amazed or astonished
wunian,v, to live somewhere
wunung,n, residence
wurde,v, second-person subjunctive singular 
wurma,n, a shellfish from which purple dye is obtained
wusc,n, wish
wylf,n, she-wolf
wylfen,adj, like a wolf
wyllen,adj, made of wool
wynful,adj, joyful
wynfæst,adj, joyful
wynlic,adj, delightful
wynn,n, joy
wynsum,adj, joyful
wyrcan,v, to make
wyrcend,n, worker
wyrcung,n, working
wyrd,n, fate
wyrdstæf,n, decree of fate
wyrgan,v, to strangle
wyrhta,n, a worker
wyrm,n, creeping insect
wyrmcynn,n, reptiles
wyrmread,adj, purple
wyrms,n, virus
wyrp,n, throw
wyrrest,adj, superlative of yfel: worst
wyrsa,adj, comparative of yfel: worse
wyrt,n, a plant or herb
wyrtian,v, to season
wyrtruma,n, root
wyrtweard,n, gardener
wyscan,v, to wish (+genitive for something)
wæcce,n, watch
wæd,n, garment
wæfersien,n, a spectacle
wæflian,v, to talk or speak foolishly
wæg,n, wave
wæge,n, cup
wægholm,n, sea
wægn,n, wagon
wægnwyrhta,n, wainwright
wæl,n, slaughter
wælcyrge,n, a malevolent female demon
wælfyllo,n, fill of slaughter or carnage
wælhreow,adj, cruel
wælhreownes,n, cruelty
wælniþ,n, deadly hatred
wælreow,adj, fierce in slaughter
wæpengetæc,n, a vote made by touching one's weapon
wæpn,n, weapon
wæpnedmann,n, a male of any species
wæpnhus,n, armory
wæpnian,v, to arm
wæpnwifestre,n," hermaphrodite (literally ""penis-woman"")"
wæps,n, a wasp
wær,adj, cautious
wærc,n, pain
wære,v, second-person preterite 
wærloga,n, traitor
wæstm,n, growth
wæstmbære,adj, fruitful
wæstmbærnes,n, fertility
wæt,adj, wet
wæter,n, water
wæteradl,n, edema
wæterflod,n, a waterflood
wætergelæt,n, a watercourse
wæterian,vt, to water
wæterig,adj, watery
wæterleas,adj, without water
wæterlic,adj, aquatic
wæternædre,n, a watersnake
wæterseoc,adj, edematous
wæterseocnes,n, edema
wæteryþ,n, wave of water
wæþan,v, to hunt
yce,n, toad
yfel,adj, bad
yfelcweþan,v, to curse
yfelwillende,adj, malicious
yfelwillendnes,n, malevolence
yfemest,adj, uppermost
yferra,adj, upper
yld,n, age
ymbbindan,v, to bind about or around
ymbceorfan,v, to circumcise
ymbcierran,v, to revolve around
ymbcyrr,n, a going from one point to another
ymbeardian,v, to dwell around
ymbeardiende,adj, dwelling around
ymbfaran,v, to surround
ymbfon,v, to grasp
ymbfær,n, a circuit
ymbfæreld,n, a going around
ymbgan,v, to go around
ymbgang,n, circumnavigation
ymbgangan,v, to go around
ymbgyrdan,v, to gird about or around
ymbhabban,v, to surround
ymbhealdan,v, to encompass
ymbhon,v, to hang around with clothing
ymbhringan,v, to surround
ymbhweorfan,v, to turn around
ymbhycgan,v, to think about
ymblicgan,v, to lie round
ymbliþan,v, to circumnavigate
ymblocian,v, to look around
ymblyt,n, circle
ymbsceawian,v, to look around
ymbscinan,v, to shine around
ymbsellan,v, to surround
ymbseon,v, to behold
ymbsettan,v, to set or put round
ymbsittan,v, to sit or be around
ymbsittend,n, neighbouring people
ymbsnidennes,n, circumcision
ymbsniþan,v, to circumcise
ymbstandan,v, to stand around
ymbstandend,n, bystander
ymbstandennes,n, circumstance
ymbweorpan,v, to surround
ymbwlatian,v, to contemplate
ymbþencan,v, to consider
ymbþringan,v, to throng or crowd around
ynneleac,n, an onion
yppe,adj, known
yr,n, the runic letter ᚣ (/y/)
yst,n, storm
yþ,n, wave (of water)
yþbord,n, a ship's side
yþe,n, plural of ȳþ
yþfaru,n, a course on the waves
yþgebland,n, tossing of the waves at sea
yþgewinn,n, strife of waves
yþhengest,n, ship
yþhof,n, vessel
yþian,vi, to overflow
yþig,adj, fluctuating
yþlad,n, voyage
yþlaf,n, what is left by the waves
yþlid,n, ship
yþlida,n, ship
yþmearh,n, ship
yþmere,n, the billowy main
yþung,n, overflowing
yþworian,v, to wander about on the waves
yþworiende,adj, wave-wandering
æ,n, law
æber,adj, notorious
æboc,n, lawbook
æbs,n, fir
æbylgan,v, to make angry
æcced,n, vinegar
æced,n, vinegar
æcen,adj, oak (made of oak wood)
æcer,n, a field
æcerceorl,n, a farmer
æcermann,n, farmer
æcern,n, acorn
ædre,n, vein
ædreseax,n, scalpel
æfdyne,n, a descent
æfen,n, evening
æfenglom,n, the evening gloom: twilight
æfensteorra,n, the evening star: Venus as seen in the early evening
æfestness,n, piety
æfgrynde,n, abyss
æfgælþ,n, superstition
æfnan,v, to carry out
æfnian,v, to become evening
æftercweþan,v, to speak after
æfterfolgian,v, to follow after
æftergengel,n, a successor
æfweard,adj, absent
æfweardnes,n, absence
æfwela,n, a decrease of wealth
æfwyrdla,n, damage
æfæst,adj, firm in observing the law
æg,n, egg
æghwilc,adj, each
æghwylcum,adj, strong dative no and masculine singular 
ægwyrt,n, dandelion
æht,n, possession
æl,n, awl
ælagol,adj, legislative
ælan,v, to kindle
ælareow,n, a doctor of the law
ælc,adj, each
æled,n, fire
æleputa,n, burbot
ælf,n, elf
ælfadl,n, nightmare
ælfcynn,n, elfkind
ælfen,n, a female elf
ælf-sciene,adj, beautiful
ælfsogoþa,n, a hiccup
ælmesse,n, alms
ælmiht,n, omnipotence
ælmihtig,adj, all-powerful
ælædend,n, lawgiver
æmethwil,n, free time
æmethyll,n, anthill
æmetta,n, quiet
æmette,n, ant
æmtian,v, to be at leisure
ænlic,adj, only
æppel,n, apple
æppelbære,adj, bearing apples
æppelleaf,n, the violet
æppelwin,n, cider
ær,adj, early
ærdæg,n, the early part of the day
ærende,n, message
ærendfæst,adj, bound on an errand
ærendgast,n, a spiritual or spirit messenger
ærendgewrit,n, letter (written message)
ærendian,v, to go on an errand
ærendwreca,n, messenger
ærendwreccan,v, to send a message
ærgenemned,adj, beforenamed
ærgiestrandæg,n, the day before yesterday
ærgod,adj, good of old
ærn,n, house
æsc,n, ash tree
æsce,n, ash (combustion residue)
æscen,adj, made or consisting of ashwood
æscholt,n, spear
æsctir,n, glory
æsellend,n, a lawgiver
æspe,n, an aspen
æstel,n, tablet
æswician,v, to offend
æt,n, eating
ætberan,v, to bring
ætbregdendlic,adj, ablative
ætfleon,v, to flee away
ætfon,v, to take hold of
æthabban,v, to retain
æthealdan,v, to withhold
æthrinan,v, to take
æthweorfan,v, to turn
ætiecan,v, to add to
ætiewan,vi, to appear
ætlædan,v, to lead out
ætren,adj, poisonous
ætrian,vt, to poison
ætspringan,vi, to spring out
ætstandan,v, to stand
ætstandend,n, bystander
ættrig,adj, poisonous
ætwegan,v, to carry off
ætwindan,v, to escape
æwan,v, to despise
æwbryce,n, adultery
æwignes,n, eternity
æwisc,adj, disgraced
æwiscnes,n, disgrace
æwita,n, counselor
æwlic,adj, legal
æwnian,v, to marry
æwnung,n, wedlock
æx,n, an axe
æþel,n, homeland
æþelboren,adj, noble-born
æþelcund,adj, of noble birth
æþelcyning,n, noble king (Christ)
æþele,adj, noble
æþelian,v, to ennoble
æþeling,n, atheling
æþelnes,n, nobility
æþelu,n, nobility
æþm,n, breathing
æþryttan,v, to weary
ðæt,n, the letter Ð
þaccian,v, to touch softly
þafian,v, to consent or agree to
þafung,n, consent
þan,adj, moist
þanc,n, thanks
þancian,v, to thank
þancweorþ,adj, thankworthy
þawian,v, to thaw
þeaht,n, counsel
þeahtian,v, to take counsel
þearf,n, need
þearm,n, a gut
þeaw,n, habit
þeawleas,adj, ill-mannered
þeccan,v, to cover
þefel,n, mulled wine
þefian,v, to pant (from heat)
þegen,n, servant
þegenboren,adj, of noble birth
þegnian,v, to serve
þencan,v, to think
þenest,n, service
þennan,v, to stretch
þeod,n, people
þeodcyning,n, king
þeodcyningas,n, plural of þeodcyning
þeode,n, dative and accusative singular 
þeoden,n, prince
þeodenleas,adj, leaderless
þeodenstol,n, throne
þeodgestreon,n, people's treasure
þeodisc,n, language
þeodloga,n, a great liar
þeodwiga,n, warrior of the tribe
þeodwrecan,v, to avenge thoroughly
þeodþrea,n, national disaster
þeof,n, thief
þeofscyldig,adj, theft guilty
þeoh,n, thigh
þeon,v, to flourish
þeorf,adj, unleavened
þeostrian,v, to darken
þeotan,v, to howl (like a wolf)
þeote,n, pipe
þeow,n, servant
þeowan,v, to press
þeowdom,n, service
þeowian,v, to serve (as a servant
þeox,n, a spear
þerscan,v, to thresh
þicce,adj, thick
þiccet,n, thicket
þicgan,v, to receive
þicnes,n, thickness
þiedan,v, to join
þiestre,adj, dark
þiestru,n, darkness
þille,n, plank
þindan,v, to swell up
þing,n, event
þingan,v, to invite
þingian,v, to intercede
þistel,n, thistle
þoden,n, tornado
þoft,n, a rower's bench
þoftræden,n, fellowship
þoftscipe,n, fellowship
þoht,n, thought
þol,n, a thole or rowlock
þolemod,adj, of a patient disposition
þolian,v, to suffer
þorn,n, thorn
þornig,adj, thorny
þorp,n, village
þost,n, excrement
þrag,n, time
þrage,n, plural of þrāg
þrawan,v, to twist
þrea,n, threat
þreanied,n, dire distress
þreapian,v, to reprove
þreat,n, crowd
þreatian,v, to force
þreax,n, rottenness
þreotan,v, to weary
þrescold,n, threshold
þrifeald,adj, threefold
þrimilce,n, May
þrines,n, a trinity
þringan,v, to press
þriste,adj, bold
þritigfeald,adj, thirtyfold
þroht,adj, oppressive
þrop,n, assembly
þrostle,n, song thrush
þrotbolla,n, gullet
þrote,n, throat
þrowend,n, scorpion
þrowian,v, to suffer
þruh,n, a pipe or water-channel
þryccan,vt, to press
þrymm,n, host
þrysman,v, to choke
þryþ,n, strength
þryþswiþ,adj, mighty
þræd,n, thread
þræl,n, a slave
þufbære,adj, bearing foliage
þuhsian,vt, to make misty or dark
þuma,n, thumb
þunor,n, thunder
þunresdæg,n, Thursday
þunrian,v, to thunder
þunwange,n, temple (region of the skull)
þurfan,v, to need [+ gen]
þurhbirnan,v, to burn through or thoroughly
þurhblawan,v, to inspire
þurhborian,v, to bore through
þurhbrecan,v, to break through
þurhbregdan,v, to transport
þurhbrengan,v, to bring
þurhbrucan,v, to enjoy thoroughly
þurhclænsian,v, to cleanse thoroughly
þurhcreopan,v, to creep through
þurhdelfan,v, to dig or delve through
þurhdreogan,v, to carry through
þurhdrifan,v, to drive through
þurhdufan,v, to dive through
þurhetan,v, to eat through
þurhfaran,v, to go over
þurhfæstnian,v, to transfix
þurhgan,v, to go over or go through
þurhgangan,v, to go over or go through
þurhgefeoht,n, war
þurhsceotan,v, to shoot through
þurhscyldig,adj, very guilty
þurhsecan,v, to seek out
þurhseon,v, to see through
þurhsmeagan,v, to search through
þurhsmugan,vt, to creep or crawl slowly through something
þurhteon,vt, to grant a request/proposal
þurhwadan,vt, to pass through
þurhwlitan,v, to look through
þurhwrecan,v, to thrust through
þurhwunian,v, to continue
þursdæg,n, Thursday
þurst,n, thirst
þusendfeald,adj, thousandfold
þwang,n, thong (of leather etc.)
þwean,v, to wash
þweorh,adj, cross
þweran,v, to twirl
þwirel,n, a stick for whipping milk
þwære,adj, gentle
þyld,n, patience
þymel,n, thumbstall
þyncan,v, to seem (+ dative)
þyncþ,n, honor
þynne,adj, thin
þyrel,n, hole
þyrelian,v, to make a hole through
þyrelung,n, perforation
þyrre,adj, not wet
þyrs,n, monster
þyrstan,v, to be thirsty (+genitive for something) (often impersonal
þæc,n, roof
þæcele,n, torch
þæctigele,n, roof tile
þæsma,n, leaven
