0,1,2
gefyllan,v," to complete, finish, accomplish, fulfill, fill, make a total, satisfy"
gefæd,adj, orderly; tidy; well-regulated
gefædera,n, godfather
gefæderan,n, plural of gefædera
gefær,n," sudden danger, calamity; ambush"
gefæstnian,v," to fix, confirm, make fast"
gegaderian,vt," to gather, set, or bring together, unite into a whole"
gegang,n, chance
gegangan,v," to go, happen, befall, come in"
gegierwan,v," to equip, make ready"
gegncwide,n," answer, reply"
gegrapian,v," to grope, touch"
gegripan,v," to gripe, grab, grasp, seize, snatch from, lay hold of, take with the hands, take with violence, apprehend"
gegripennis,n, a taking or seizing
gegrundweallian,v, to found
gegræppian,v, to seize
gegyrdan,v, to gird
gehabban,v," to hold onto, keep from"
gehat,n," promise, vow, stipulation"
gehatan,v," to promise, vow"
gehatland,n, promised land
gehealdan,v," to keep, retain, observe, reserve, preserve, save, defend, shield"
gehebban,v," to heave or raise up, ferment"
gehende,adj," near, neighbouring, local"
gehiegan,v, to execute
gehieran,v," to hear, listen"
gehierdan,v," to harden, strengthen, temper"
gehierendlic,adj, audible
gehiersum,adj, obedient
gehiersumian,v, to obey [+ dative]
gehiersumnes,n, obedience
gehiertan,v," to hearten, encourage, animate"
gehiwian,v," to color, to paint"
gehlow,n, mooing
gehnycned,v, drawn; pinched; wrinkled
geholian,v, to obtain
gehon,v," to hang, hang with, decorate; behang"
gehreran,v, to move
gehrespan,v, to tear
gehrinan,v," to touch, affect"
gehweorfan,v," to turn, go to, direct"
gehwæde,adj," little, moderate, scanty, slender"
gehwædnes,n, sparingness
gehycgan,v," to think of, conceive (something)"
gehygd,n," thought, contemplation, intention"
gehælan,v," to heal, cure, save"
gehæp,adj, suitable; fitting; proper
gehðu,n," [care]], anxiety, grief"
geiewan,v, to show
geinlagian,v," to inlaw, to restore to the protection of the law"
geinnian,v, to restore
gelafian,v," to lave, wash, refresh"
gelanda,n, compatriot
geleafa,n, belief
geleaffull,adj, faithful
gelecgan,v," to lay, set, place"
geleod,n, one of a nation; fellow-countryman; compatriot
gelibban,v," to live, be alive"
gelic,adj," like, alike, similar"
gelica,n, an equal
gelician,v," to delight, please; gladden; blissen"
geliclic,adj," likely, fit"
gelicnes,n," similarity, likeness"
geliefan,v, to believe
geliesan,v," to redeem, release, save, spare"
geliffæstan,v," to make alive, quicken"
geligre,n, the act of lying with someone; fornication; adultery
geliman,v," to glue, join together"
gelimp,n, event
gelimpan,v," to happen, come about"
gelogian,v, to place in order; arrange
gelom,adj," often, frequent"
gelotendæg,n, afternoon
gelædan,v," to conduct, lead, derive, produce, bring out"
gelæfan,v, to leave
gelær,adj, unoccupied; empty
gelæran,v," to teach, guide, advise"
gelæred,adj, learned
gelæstan,v," to stand by (someone), follow, support"
gelæte,n," intersection, crossroads"
gemacian,v," to make, beget, cause"
gemagian,v," to recuperate, recover"
gemana,n," intercourse, whether social or sexual"
gemang,n," a mixture, a crowd"
gemanian,v, to admonish; exhort; urge; prompt
gemanigfealdian,v, to multiply
gemanigfieldan,v," to multiply, enlarge"
gemearcian,v, to mark; to point out
gemearcod,adj, marked; noted
gemede,n," something agreeable, satisfactory"
gemengan,v," to mingle, confuse, commingle, unite, combine, mix, blend"
gemet,n, measure
gemetan,v," to meet, encounter, come upon"
gemetfæt,n, a measuring vessel
gemimor,adj," existing in the mind or memory, known"
geminsian,vt, to lessen
gemittan,v," to find, to meet"
gemot,n," meeting, council, moot, encounter"
gemotern,n, meeting place
gemunan,v, to remember [+ acc or gen]
gemynd,n, memory; commemoration
gemyndfull,adj," of good memory, mindful"
gemyndig,adj, mindful
gemyndleas,adj," senseless, witless"
gemyntan,v," to determine, resolve"
gemyþe,n, mouth [of a river]
gemædan,v," to madden, make foolish"
gemæne,adj," common, general"
gemænscipe,n, community
gemære,n, border
gemætan,vt, to dream; to occur (to one) in a dream ( + dative)
gemæte,adj, meet; of suitable dimensions; made to fit
geneat,n, a companion; associate; vassal
genefa,n, nephew
genemnan,v, to give somebody or something a name; to name
genemnendlic,adj," nameable, knowable"
gener,n, a refuge; protection; asylum; sanctuary
generian,v," to save, deliver, take away, set free, preserve, defend"
generstede,n, a place of refuge; asylum
genesan,v," to preserve, save, escape from; flee"
geniedan,v," to force, compel"
genift,n, a daughter of a cousin
geniht,n, sufficiency
genihtful,adj," plentiful, profuse"
genihtsum,adj," abundant, plentiful, fruitful"
genihtsumian,v," to overflow in or with, to have abundance"
genihtsumnes,n, abundance as a condition or an amount
genihtsumung,n, abundance
geniman,v," to grasp, comprehend, take to wife"
genip,n," mist, vapours, darkness, obscurity"
genog,adj," enough, sufficient"
genugan,v," to be sufficient, be enough, suffice"
genyttian,v," to make use of, enjoy"
geoc,n, yoke
geofon,n," ocean, sea"
geofonyþ,n," a sea-wave, billow"
geogolere,n, juggler
geoguþ,n, youth (quality or state of being young)
geol,n," Yuletide, Christmas"
geola,n," the Yule period of time, covering December and January"
geolo,adj, yellow
geoloca,n, yolk
geolu,adj, yellow
geoluread,adj," the color orange (literally ""yellow-red"")"
geolwian,v, to become yellow
geomor,adj," sad, sorrowful, mournful"
geomrian,v, to complain
geon,adj, yon
geondblawan,v, to breathe upon
geondbrædan,vt," to overspread, extend over"
geonddrencan,vt, to saturate (with liquor) (+ of)
geondfaran,vt," to go through, pervade"
geondfeolan,vt," to fill throughout, permeate"
geondferan,v," to travel through, traverse"
geondflowan,v, to flow through
geondgangan,v," to go through or about, perambulate"
geondgeotan,vt, to cover by pouring
geondhierdan,vt, to harden or temper thoroughly
geondhweorfan,vt," to turn or pass through, traverse"
geondlacan,v, to move through or over
geondleccan,vt," to water, irrigate"
geondleohtend,n, light giver
geondlihtan,vt," to enlighten, illuminate"
geondmengan,v," to mingle throughout, confuse"
geondrecan,vt," to smoke thoroughly, fill with smoke"
geondsawan,vt," to sow, scatter, or spread around; to disseminate"
geondsceawian,vt," to look through, at, or about; to survey"
geondscinan,vt," to shine upon, illuminate"
geondscriþan,vt, to go through or about; to traverse
geondsecan,vt," to search thoroughly, investigate"
geondsendan,vt, to overspread
geondseon,vt, to see beyond or through; to have wide-ranging perspective on
geondsmeagan,vt," to search through, examine"
geondsprengan,vt, to sprinkle over
geondspringan,v," to become diffuse, spread about"
geondspætan,vt," to spit, squirt, or syringe through"
geondstredan,v," to scatter about, sprinkle"
geondstyrian,v, to move or stir violently
geondswogan,v, to rush through or over (a surface)
geondwadan,vi, to wade thoroughly or persistently through (+ þurh) something
geondwlitan,vt, to look or see through; to look over
geondyrnan,vt, to run over or through something
geondþencan,v," to think over, consider, contemplate"
geong,adj, young
geonga,n, boy
geongling,n, a youth
georn,adj, eager
georran,v, to chatter
geotan,v," to pour, gush"
geposu,n, a head cold; catarrh
ger,n, year
gerad,n," council, judgement, wisdom, reason"
gerar,n," roar, howl"
gerec,n," rule, government"
gereccan,v," to show, demonstrate"
gerecednes,n," narrative, history"
gerecenian,v, to explain
gerefa,n, a reeve or official with local jurisdiction under the king; the chief magistrate of a district
gerene,n, an ornament
geriht,adj, right; just
gerihtan,v," to right, set in order, make clear"
gerihte,n, right; due; justice
gerim,n, number
geriman,v," to number, reckon"
gerimboc,n, book of numerals
gerinnan,v," to blend, run together, coagulate"
gerisene,n, what is fitting; the proper or appropriate thing
gerum,n," room, space"
geryne,n, mystery
geræd,n," council, judgement, wisdom, reason"
gerædan,v," to advise, to give counsel"
geræde,adj," ready, prompt, prepared; ready to ride, mounted (on a horse)"
gesacan,v," to strive against, oppose; withstand, resist"
gesamnian,v," to collect, bring together, gather"
gesamnung,n," a meeting, congregation, or assembly"
gesawan,v, to sow
gesaweled,adj, provided with soul
gescad,n, separation
gescead,n, reason (a reason or the faculty of reason)
gesceadan,v," to distinguish, discern, decide, separate"
gesceadwis,adj," logical, rational, reasonable"
gesceaft,n, creation
gesceap,n, creation
gesceapennes,n, creation
gesceaphwil,n," the fated moment, the destined time (of death)"
gesceawian,v," to exhibit, manifest, spew"
gesceon,v," to occur, happen, befall; to fall to"
gescieppan,v, to destine a lot to
gescierpt,adj, acute
gescufan,v," to expel, eject (with violence)"
gescæphwil,n," fated time, destined hour"
gescæphwile,n, plural of ġescæphwīl
gesealdnis,n, a giving
gesecan,vt, to seek (after)
gesegen,n, conversation
gesehtlian,v, to reconcile
gesellan,v, to give
gesendan,v," to send, dispatch for an errand, send off"
geseon,v, to see
geset,n," a sitting, lying in wait, ambush"
gesetnes,n, constitution; law
gesettan,v," to confirm, restore, appoint, decree, settle"
gesewenlic,adj, visible
geseþan,v," to declare true; to state as fact; to assert, affirm"
geseþend,n, somebody who affirms or asserts
geseþnes,n, an attestation
geseþung,n, an assertion
gesieltan,v, to salt
gesihþ,n, sight; vision
gesincan,v, to sink
gesittan,v," to take a seat, come to rest, sit down, recline"
gesiþ,n," companion, comrade"
gesiþas,n, plural of ġesīþ
gesiþscipe,n," society, fellowship"
geslean,v," to strike (with something), smite, slay, quell, kill, fight"
gesliefed,adj, sleeved
gesmeag,n, intrigue
gesmeagan,v, to search
gesnot,n, nasal mucus; snot
gesoþian,v, to prove the truth of; to bear witness
gespannan,v," to span, clasp, fasten, join; attach; link"
gespedan,v, to have success; to succeed
gespedsumian,v," to succeed, prosper"
gespelia,n, vicar
gespowan,v," to succeed, prosper"
gesprecan,v, to speak (with); to agree
gespræc,n," a conversation, discourse, speech, advice"
gespyrian,v," to track, search, seek"
gestandan,v," to remain, last, exist, stand still"
gestaþolian,v," to fix, place firmly, set"
gestaþoliend,n," a founder, establisher"
gestaþolung,n," firmness, stability"
gestigan,v," to climb, ascend"
gestillan,v," to rest, cease, mute, quiet, allay, make still; bestill"
gestincan,v, to smell (sense with the nose)
gestreon,n," treasure, wealth"
gestrienendlic,adj, begetting
gesund,adj, healthy
gesundfull,adj," sound, whole, healthy, prosperous"
gesundrian,v," to sunder, separate, divide"
geswencan,v," to cause distress, fatigue"
geswencednes,n, sorrow
gesweor,n, male cousin
gesweostor,n, sisters [used as a plural of sweostor]
geswerian,v," to swear an oath, promise"
geswican,v," to stop, quit"
geswigra,n, male cousin
geswin,n, melody
geswinc,n, the produce of labour
geswincan,v," to labour, swink, toil"
geswincdæg,n," day of labour, work or toil; time of hardship"
geswiþan,v, to make strong
geswutelian,v," to reveal, show, declare, manifest, explain"
gesyd,n, a place in which to wallow; mudhole
gesælan,v," to happen, take place, befall"
getacnian,v," to signify, betoken, denote"
getacniendlic,adj," indicative, significant"
getacnung,n," mark, sign, token"
getalian,v," to tell, number, reckon, consider"
geteld,n," tent, pavilion; awning"
getellan,v," to tell, number, count, enumerate, reckon, assign"
geteon,v," to draw, pull"
getot,n, parade
getregian,v," to abhor, feel repugnant toward"
getreowe,adj, true
getwinn,n, a twin
getwisa,n, twin
getwæfan,v," to separate, part"
getæl,n," number, series, reckoning, computation"
getæsu,n, commodity; profit; advantage
geunderþeodan,v, to subject
geunnan,v," to allow, grant or bestow (+ dat (person) + gen (thing))"
geunsoþian,v," to disprove, refute, prove false"
gewadan,vi," to proceed fully into or throughout, wade or go into altogether (with ymb, on, or in)"
gewanian,v," to diminish, lessen greatly, degrade, depreciate"
gewealc,n," rolling, turning; motion, surging"
gewealcan,v," to go, traverse"
geweald,n," might, strength, control, dominion, command"
geweaxan,v," to grow, wax, increase, grow up, be made or produced"
gewegan,v," to bear, carry, move, proceed, go"
gewemman,v," to disfigure, mar, blemish"
gewemmednes,n, defilement
gewemmend,n," a fornicator, adulterer"
gewemming,n," corruption, violation, profanation"
gewendan,v," to change, turn"
geweorc,n, work (something done or made)
geweorpan,v," to throw and so to reach (+ preposition on, onto or into)"
geweorþan,v," to turn out, to happen, to worth"
gewiht,n, weight
gewind,n," that which has a curved, winding, or spiral shape; spiral"
gewindan,v," to twist, weave, bend, wind"
gewinn,n," strife, conflict, turmoil, hostility"
gewinnan,v," to conquer, obtain, gain"
gewintred,adj, full-grown
gewiss,adj, sure (+ genitive of something)
gewitan,v," to look to (as to an intended direction of departure); depart, leave, pass away"
gewitt,n," wits, senses, (right) mind"
gewlencan,v," to make proud, exalt, enrich"
gewrecan,v," to avenge, wreak"
gewrit,n," writing, something written, writ, list, bookstaves"
gewritan,v," to write, give or bestow by writing"
gewritere,n, a writer or composer
gewritræden,n, written agreement
gewuldorbeagian,v, to crown
gewuldorfullian,v, to glorify; to fill with glory; to make glorious
gewuldrian,v, to glorify
gewundian,v, to wound
gewunelic,adj," normal, ordinary, usual"
gewunian,v," to stand by (someone), support"
gewyrcan,v," to do, carry out (together)"
gewyrtbox,n," a smelling-box, perfume box"
gewyrtian,v," to season with herbs, spice"
gewyscan,v, to wish; desire
gewyscednes,n, adoption
gewyscendlic,adj, desirable
gewyscing,n, adoption
gewæde,n," covering, shroud"
gewæpnian,v, to arm
gewæpnod,adj, armed
gewær,adj, aware (+genitive of something)
geæhtle,n," respect, esteem"
geþanc,n," the mind, will, opinion, thought, what one thinks, meaning, intention, purpose; sake"
geþeaht,n," counsel, consultation, deliberation, advice, thought, a determination, resolution, device, plan, purpose"
geþencan,v," to remember, bethink, consider"
geþeode,n," language, speech"
geþeon,v," to flourish, prosper, be successful"
geþeot,n, a howl (as of a wolf)
geþicfieldan,v, to make dense
geþicgan,v," to receive, accept"
geþiedan,v," to join, unite, connect, associate"
geþing,n," agreement, treaty"
geþingan,v," to determine, fix, settle"
geþinge,n," meeting, council"
geþingian,v, to make terms with
geþingþu,n," honor, dignity, rank"
geþoftræden,n," companionship, fellowship"
geþoftscipe,n," companionship, society"
geþogen,adj, grown up
geþoht,n," thought, what is determined after thought, idea, opinion, decree"
geþolian,v," to be subjected, to suffer what is evil, thole, endure, sustain"
geþrang,n," a throng, crowd, tumult"
geþringan,v," to press, thring, oppress"
geþryccan,v," to compress, repress, restrain"
geþuxian,v, to grow dark
geþweran,vt," to churn; to stir, beat, or mix together"
geþyld,n," patience, resignation"
geþyldig,adj," patient, long-suffering"
giccan,v, to itch
gicce,n, itch
gicel,n, icicle
giedd,n," story, tale, song, poem"
gieddian,v," to sing; to recite, speak"
giedding,n, a song; saying; discourse
giefan,v, to give
giefu,n, gift
gieldan,v, to pay; to give something in payment or as due; to yield
